,MPAA,Running Time,Genres,Title,Revenue,imdb_ids,Domestic Distributor,Domestic Opening,Earliest Release Date,Budget
1807,,2 hr,Drama Thriller,Captive (2012),"{'Domestic': 83135, 'International': 83135}",tt1699745,,,"October 20, 2005 (Argentina)",
1808,,1 hr 26 min,Documentary,Serving Life (2011),{},tt1699762,,,,
1809,,1 hr 26 min,Documentary,"Tent City, U.S.A. (2011)",{},tt1699767,,,,
1810,,1 hr 30 min,Fantasy Horror Sci-Fi,Pegasus Vs. Chimera (2012),{},tt1700443,,,,
1811,,1 hr 46 min,Comedy Drama,A/V (2011),{},tt1700721,,,,
1812,,20 min,Drama Fantasy Romance Short,Clear Blue (2011),{},tt1700766,,,,
1813,,1 hr 31 min,Drama Sport,Fast Girls (2012),"{'Domestic': 1207241, 'International': 1207241}",tt1700808,,,"June 15, 2012 (United Kingdom)",
1814,R,1 hr 38 min,Drama Romance,The Deep Blue Sea (2011),"{'Domestic': 1126525, 'International': 2016989, 'Worldwide': 3143514}",tt1700844,Music Box Films,123841.0,"November 25, 2011 (United Kingdom)",
1815,,2 hr 32 min,Drama Romance,1 Message (2011),{},tt1701202,,,,
1816,R,2 hr 10 min,Action Drama History War,Day of the Falcon (2011),"{'Domestic': 5452142, 'International': 5452142}",tt1701210,,,"November 23, 2011 (France)",
1817,,1 hr 28 min,Thriller,Dogs Lie (2011),{},tt1701214,,,,
1818,,1 hr 40 min,Drama,Future Weather (2012),{},tt1701215,,,,
1819,,1 hr 38 min,Action Drama Mystery Thriller,Mysteria (2011),{},tt1701218,,,,
1820,,1 hr 30 min,Crime Mystery Thriller,My Name Is 'A' by Anonymous (2012),{},tt1701224,,,,
1821,,1 hr 30 min,Adventure Documentary Mystery,The Search for Michael Rockefeller (2011),{},tt1701226,,,,
1822,,1 hr 25 min,Documentary,Urbanized (2011),"{'Domestic': 7154, 'International': 7154}",tt1701976,,,"May 24, 2012 (Czech Republic)",
1823,R,1 hr 35 min,Comedy Horror Romance Thriller,Detention (2011),{},tt1701990,The Samuel Goldwyn Company,,"April 6, 2012 (Domestic)",
1824,,1 hr 33 min,Action Comedy Crime Fantasy Horror,Strippers vs Werewolves (2012),{},tt1702009,,,,
1825,R,1 hr 45 min,Comedy,We the Party (2012),{},tt1702016,XLrator Media,,"April 6, 2012 (Domestic)",
1826,R,1 hr 25 min,Comedy Western,Casa de mi Padre (2012),"{'Domestic': 5909483, 'International': 2537469, 'Worldwide': 8446952}",tt1702425,Lions Gate Films,2287239.0,"March 16, 2012 (Domestic)",
1827,,1 hr 24 min,Comedy,Delivering the Goods (2012),{},tt1702435,,,,
1828,,1 hr 45 min,Documentary Music,Justin Bieber: Never Say Never (2011),"{'Domestic': 73013910, 'International': 26022917, 'Worldwide': 99036827}",tt1702443,Paramount Pictures,29514054.0,"February 11, 2011 (Domestic)",13000000.0
1829,,1 hr 40 min,Drama,Lucky (2011),{},tt1702543,,,,
1830,,1 hr 4 min,Biography Documentary History Musical,Way of the Morris (2011),{},tt1702622,,,,
1831,,1 hr 35 min,Drama,Someday This Pain Will Be Useful to You (2011),"{'Domestic': 666922, 'International': 666922}",tt1703125,,,"February 23, 2012 (Italy)",
1832,R,1 hr 21 min,Action Drama,The Great Fight (2011),{},tt1703147,,,,
1833,R,1 hr 42 min,Adventure Drama Thriller,The Hunter (2011),"{'Domestic': 176669, 'International': 1504109, 'Worldwide': 1680778}",tt1703148,Magnolia Pictures,19032.0,"July 27, 2011 (Belgium)",
1834,,1 hr 32 min,Horror Mystery,Grave Encounters (2011),"{'Domestic': 4055919, 'International': 4055919}",tt1703199,,,"June 1, 2011 (Italy)",
1835,,1 hr 41 min,Drama Sci-Fi,Dimensions (2011),{},tt1703231,,,,
1836,,1 hr 25 min,Documentary Sport,Fightville (2011),{},tt1703232,,,,
1837,,1 hr 25 min,Comedy Music,Vinyl (2012),{},tt1703923,,,,
1838,,1 hr 21 min,Horror Thriller,The Mutilation Man (2010),{},tt1704147,,,,
1839,,1 hr 37 min,Crime Drama Music,33 Postcards (2010),"{'Domestic': 7547, 'International': 7547}",tt1704161,,,"November 24, 2011 (Hong Kong)",
1840,R,1 hr 19 min,Horror Sci-Fi,Parasitic (2012),{},tt1704201,,,,
1841,,1 hr 25 min,Comedy Documentary Drama Music,Road Dogs (2011),{},tt1704233,,,,
1842,PG-13,1 hr 39 min,Biography Comedy Crime Drama,Bernie (2011),"{'Domestic': 9206470, 'International': 966591, 'Worldwide': 10173061}",tt1704573,Millennium Entertainment,85805.0,"April 27, 2012 (Domestic)",
1843,PG,1 hr 26 min,Comedy Family,Marley & Me: The Puppy Years (2011),{},tt1704614,,,,
1844,,1 hr 33 min,Biography Drama,"Joshua Tree, 1951: A Portrait of James Dean (2012)",{},tt1705113,,,,
1845,,1 hr 49 min,Drama Romance,Love.net (2011),"{'Domestic': 925498, 'International': 925498}",tt1705120,,,"April 1, 2011 (Bulgaria)",
1846,PG-13,1 hr 33 min,Comedy Romance,Nesting (2012),{},tt1705126,,,,
1847,,1 hr 30 min,Horror,Inside the Whore (2012),{},tt1705790,,,,
1848,,1 hr 20 min,Biography Documentary,Becoming Chaz (2011),{},tt1705969,,,,
1849,,1 hr 30 min,Drama Music,Weekender (2011),"{'Domestic': 6327, 'International': 6327}",tt1706470,,,"September 2, 2011 (United Kingdom)",
1850,PG-13,1 hr 29 min,Action Drama Sci-Fi Thriller,Chronicle (2012),"{'Domestic': 64575175, 'International': 62060922, 'Worldwide': 126636097}",tt1706593,Twentieth Century Fox,22004098.0,"February 1, 2012 (Egypt)",12000000.0
1851,,1 hr 12 min,Documentary,La Source (2012),{},tt1706607,,,,
1852,PG-13,1 hr 30 min,Action Sci-Fi Thriller,Seeds of Destruction (2011),{},tt1706680,,,,
1853,PG,1 hr 24 min,Documentary History,Monumental: In Search of America's National Treasure (2012),"{'Domestic': 177729, 'International': 177729}",tt1706687,ArtAffects Entertainment,28340.0,"March 30, 2012 (Domestic)",
1854,,1 hr 40 min,Comedy Drama,Playing the Moldovans at Tennis (2012),{},tt1706691,,,,
1855,,1 hr 27 min,Drama Mystery Thriller,Seduced by Lies (2010),{},tt1706694,,,,
1856,,16 min,Drama Short,Animal Love (2011),{},tt1707312,,,,
1857,,1 hr 26 min,Documentary,A Good Man (2011),{},tt1707372,,,,
1858,,1 hr,Comedy,Bridging the Gap: A Middle East Comedy Conference (2010),{},tt1707375,,,,
1859,PG-13,2 hr 38 min,Drama Musical Romance,Les Misérables (2012),"{'Domestic': 148809770, 'International': 293489539, 'Worldwide': 442299309}",tt1707386,Universal Pictures,27281735.0,"December 19, 2012 (South Korea)",61000000.0
1860,R,1 hr 22 min,Drama Fantasy Sci-Fi,4:44 Last Day on Earth (2011),"{'Domestic': 17801, 'International': 53050, 'Worldwide': 70851}",tt1707391,IFC Films,8355.0,"March 23, 2012 (Domestic)",
1861,R,1 hr 40 min,Drama Horror,Lovely Molly (2011),"{'Domestic': 18464, 'International': 619810, 'Worldwide': 638274}",tt1707392,Image Entertainment,12555.0,"May 18, 2012 (Domestic)",
1862,R,1 hr 32 min,Action Crime Thriller,Street Kings 2: Motor City (2011),{},tt1707687,,,,
1863,,1 hr 18 min,Documentary,Ethos (2011),{},tt1707818,,,,
1864,,1 hr 17 min,Comedy Fantasy Horror Romance,My Sucky Teen Romance (2011),{},tt1707821,,,,
1865,,1 hr 27 min,Drama,Taken from Me: The Tiffany Rubin Story (2011),{},tt1707825,,,,
1866,,10 min,Drama Short,Andy and Lena (2011),{},tt1708379,,,,
1867,,1 hr 11 min,Biography Documentary History News,Behind the Wall (2011),{},tt1708388,,,,
1868,,1 hr 15 min,Biography Documentary,Beyond Iconic: Photographer Dennis Stock (2011),{},tt1708389,,,,
1869,,1 hr 25 min,Adventure Biography Documentary Drama,Charlie Don't Surf (2012),{},tt1708400,,,,
1870,,1 hr 25 min,Documentary,The Whale (2011),"{'Domestic': 81881, 'International': 33889, 'Worldwide': 115770}",tt1708537,Paladin,4835.0,"September 9, 2011 (Domestic)",
1871,,1 hr 36 min,Drama,November Christmas (2010),{},tt1708658,,,,
1872,,1 hr 44 min,Comedy Drama Music,Hollywood Whores (2011),{},tt1709118,,,,
1873,,9 min,Animation Comedy Drama Short,The Birds Upstairs (2011),{},tt1709146,,,,
1874,,1 hr 27 min,Drama Romance,The Lost Valentine (2011),{},tt1709157,,,,
1875,,1 hr 30 min,Action Adventure Animation Fantasy,Dragon Age: Dawn of the Seeker (2012),{},tt1709652,,,,
1876,,1 hr 33 min,Comedy Fantasy Romance Sci-Fi,Earthbound (2012),{},tt1709653,,,,
1877,,1 hr 45 min,Crime Drama,Citizen Gangster (2011),"{'Domestic': 625, 'International': 625}",tt1709654,IFC Films,625.0,"April 27, 2012 (Domestic)",
1878,,21 min,Animation Short,The Reading (2011),{},tt1710278,,,,
1879,,1 hr 20 min,Romance,Gone Hollywood (2011),{},tt1710354,,,,
1880,PG-13,1 hr 58 min,Comedy Drama Music,Joyful Noise (2012),"{'Domestic': 30932113, 'International': 226000, 'Worldwide': 31158113}",tt1710396,Warner Bros.,11225190.0,"January 13, 2012 (Domestic)",
1881,R,1 hr 27 min,Comedy,Lola Versus (2012),"{'Domestic': 252603, 'International': 203151, 'Worldwide': 455754}",tt1710417,Fox Searchlight,31815.0,"June 8, 2012 (Domestic)",
1882,,,Drama,Red Hook Black (2011),{},tt1710459,,,,
1883,,1 hr 43 min,Comedy Horror,Stripperland (2011),{},tt1710900,,,,
1884,,1 hr 19 min,Horror,Deadly Karma (2011),{},tt1710961,,,,
1885,,1 hr 26 min,Drama,Sweet Old World (2012),{},tt1710997,,,,
1886,,1 hr 15 min,Biography Documentary Music,Mr Immortality: The Life and Times of Twista (2011),{},tt1711017,,,,
1887,R,1 hr 28 min,Horror Mystery,Vile (2011),{},tt1711018,,,,
1888,,1 hr 18 min,Animation Horror Sci-Fi,Dead Space: Aftermath (2011),{},tt1711366,,,,
1889,,1 hr 31 min,Documentary History,Beyond Pollution (2012),{},tt1711446,,,,
1890,PG,1 hr 30 min,Animation Comedy Drama Family Mystery,Angel Dog (2011),{},tt1711456,,,,
1891,,1 hr 24 min,Crime Thriller,Hard Boiled Sweets (2012),"{'Domestic': 6462, 'International': 6462}",tt1711458,,,"March 9, 2012 (United Kingdom)",
1892,,7 min,Drama Music Sci-Fi Short,Denmark (2011),{},tt1711463,,,,
1893,,1 hr 50 min,Action Crime Drama Thriller,In Harm's Way (2011),{},tt1711478,,,,
1894,,1 hr 33 min,Drama Western,The Scarlet Worm (2011),{},tt1711510,,,,
1895,,8 min,Drama Short,Waning (2011),{},tt1711530,,,,
1896,PG-13,1 hr 30 min,Horror Mystery Thriller,11-11-11 (2011),"{'Domestic': 32771, 'International': 6931101, 'Worldwide': 6963872}",tt1712159,Rocket Releasing,32771.0,"November 3, 2011 (Argentina)",
1897,PG-13,1 hr 41 min,Action Crime Mystery Thriller,Alex Cross (2012),"{'Domestic': 25888412, 'International': 8730455, 'Worldwide': 34618867}",tt1712170,Lions Gate Films,11396768.0,"October 17, 2012 (Philippines)",35000000.0
1898,,1 hr 35 min,Drama,High Chicago (2011),{},tt1712178,,,,
1899,,2 hr 45 min,Musical,Memphis the Musical (2011),{},tt1712191,,,,
1900,,1 hr 23 min,Horror,The Devil's Rock (2011),"{'Domestic': 20823, 'International': 20823}",tt1712578,,,"September 22, 2011 (New Zealand)",
1901,R,1 hr 24 min,Horror Sci-Fi Thriller,The Bay (2012),"{'Domestic': 30668, 'International': 1550584, 'Worldwide': 1581252}",tt1713476,Roadside Attractions,19747.0,"November 2, 2012 (Domestic)",
1902,,1 hr 7 min,Adventure Comedy Family Fantasy,Level Up (2011),{},tt1713501,,,,
1903,,,Adventure Comedy Documentary Fantasy,/afk: Away from Keyboard (2011),{},tt1713945,,,,
1904,,1 hr 10 min,Drama,Breaking Man (2010),{},tt1713999,,,,
1905,,1 hr 35 min,Drama,From the Head (2011),{},tt1714051,,,,
1906,,1 hr 24 min,Comedy,Nora's Hair Salon 3: Shear Disaster (2011),{},tt1714080,,,,
1907,,1 hr 9 min,Horror,The Devil's Business (2011),{},tt1714127,,,,
1908,R,1 hr 29 min,Western,Yellow Rock (2011),{},tt1714176,,,,
1909,R,1 hr 23 min,Comedy Horror Sci-Fi Thriller,Piranha 3DD (2012),"{'Domestic': 376512, 'International': 8142122, 'Worldwide': 8518634}",tt1714203,Dimension Films,182237.0,"May 11, 2012 (United Kingdom)",
1910,R,1 hr 41 min,Drama Horror Thriller,The Woman (2011),"{'Domestic': 1449, 'International': 1449}",tt1714208,,,"September 30, 2011 (United Kingdom)",
1911,R,2 hr 7 min,Drama Romance War,In the Land of Blood and Honey (2011),"{'Domestic': 303877, 'International': 899822, 'Worldwide': 1203699}",tt1714209,FilmDistrict,18854.0,"December 23, 2011 (Domestic)",
1912,,1 hr 37 min,Drama Romance,Weekend (2011),"{'Domestic': 484592, 'International': 707411, 'Worldwide': 1192003}",tt1714210,IFC Films,27245.0,"September 23, 2011 (Domestic)",
1913,,1 hr 35 min,Drama Romance,Abrupt Decision (2011),{},tt1714823,,,,
1914,,1 hr 25 min,Comedy Drama Romance,Beauty and the Least: The Misadventures of Ben Banks (2012),{},tt1714828,,,,
1915,,2 hr 26 min,Drama,Midnight's Children (2012),"{'Domestic': 190022, 'International': 1053958, 'Worldwide': 1243980}",tt1714866,Paladin/108 Media,12200.0,"December 26, 2012 (United Kingdom)",
1916,,1 hr 31 min,Comedy Drama Family,Too Perfect (2011),{},tt1714924,,,,
1917,,8 min,Comedy Fantasy Short,The Hunter and the Swan Discuss Their Meeting (2011),{},tt1715218,,,,
1918,R,1 hr 34 min,Horror Thriller,The Watermen (2012),{},tt1715223,,,,
1919,,1 hr 27 min,Comedy,Being Sold (2011),{},tt1715319,,,,
1920,PG-13,1 hr 23 min,Comedy Crime,Bending the Rules (2012),{},tt1715320,,,,
1921,,1 hr 20 min,Comedy,Buffering (2011),{},tt1715322,,,,
1922,,1 hr 22 min,Horror Mystery Thriller,The Inner Room (2011),{},tt1715352,,,,
1923,R,1 hr 41 min,Action Horror,Zombie Apocalypse: Redemption (2011),{},tt1715362,,,,
1924,,1 hr 29 min,Action Adventure Documentary Music,High Sierra: A Journey on the John Muir Trail (2011),{},tt1715795,,,,
1925,,1 hr 30 min,Documentary,My America (2011),{},tt1715861,,,,
1926,PG-13,1 hr 50 min,Comedy Drama Romance,10 Years (2011),"{'Domestic': 203373, 'International': 82611, 'Worldwide': 285984}",tt1715873,Anchor Bay Films,22707.0,"September 14, 2012 (Domestic)",
1927,,1 hr 28 min,Comedy Crime Thriller,Dead in France (2012),{},tt1716739,,,,
1928,R,1 hr 15 min,Horror,Hellraiser: Revelations (2011),{},tt1716747,,,,
1929,,1 hr 29 min,Action Comedy Horror Sport,Monster Brawl (2011),{},tt1716753,,,,
1930,,1 hr 28 min,Action Crime Drama Thriller,Pressed (2011),{},tt1716759,,,,
1931,,1 hr 23 min,Horror,Raymond Did It (2011),{},tt1716760,,,,
1932,,1 hr 28 min,Drama,Streets (2011),{},tt1716765,,,,
1933,R,1 hr 37 min,Comedy,The Inbetweeners (2011),"{'Domestic': 36000, 'International': 88787111, 'Worldwide': 88823111}",tt1716772,Wrekin Hill Entertainment,36000.0,"August 19, 2011 (United Kingdom)",
1934,PG-13,1 hr 54 min,Comedy Drama,People Like Us (2012),"{'Domestic': 12434778, 'International': 124153, 'Worldwide': 12558931}",tt1716777,Walt Disney Studios Motion Pictures,4255423.0,"June 29, 2012 (Domestic)",16000000.0
1935,,,Comedy Drama,Should've Been Romeo (2012),{},tt1717210,,,,
1936,,54 min,Documentary,Making Stuff: Stronger (2011),{},tt1717371,,,,
1937,,,Comedy,Mulligan (2012),{},tt1717668,,,,
1938,,1 hr 39 min,Comedy Horror,The Amateur Monster Movie (2011),{},tt1717690,,,,
1939,,1 hr 35 min,Drama,The Wise Kids (2011),{},tt1717724,,,,
1940,R,1 hr 37 min,Drama,Generation Um... (2012),{},tt1718158,,,,
1941,,1 hr 22 min,Horror Mystery,A Night in the Woods (2011),"{'Domestic': 357, 'International': 357}",tt1718714,,,"September 7, 2012 (United Kingdom)",
1942,,1 hr 30 min,Drama Horror Thriller,Crash Site (2011),{},tt1718755,,,,
1943,,1 hr 33 min,Comedy Drama Romance,Detroit Unleaded (2012),{},tt1718765,,,,
1944,,1 hr 35 min,Comedy Musical Romance,Jamie and Jessie Are Not Together (2011),{},tt1718807,,,,
1945,,1 hr 25 min,Drama Music Romance,StreetDance 2 (2012),"{'Domestic': 68599686, 'International': 68599686}",tt1718903,,,"May 19, 2010 (EMEA)",
1946,,1 hr 27 min,Comedy,3 Times a Charm (2011),{},tt1718998,,,,
1947,,1 hr 35 min,Crime Documentary Mystery Thriller,Give Up Tomorrow (2011),"{'Domestic': 280, 'International': 280}",tt1719030,,,"June 15, 2012 (Spain)",
1948,R,1 hr 59 min,Comedy Drama,Another Happy Day (2011),"{'Domestic': 8464, 'International': 651473, 'Worldwide': 659937}",tt1719071,Phase 4 Films,8464.0,"November 18, 2011 (Domestic)",
1949,,4 min,Animation Comedy Horror Short,Nursery Crimes (2010),{},tt1719550,,,,
1950,,1 hr 18 min,Action Crime Thriller,Pimp Bullies (2011),{},tt1719583,,,,
1951,R,1 hr 19 min,Crime Drama,Snow on Tha Bluff (2011),{},tt1719634,,,,
1952,,11 min,Drama Mystery Sci-Fi Short,Sol-i-s. (2011),{},tt1719636,,,,
1953,,13 min,Drama Short Thriller,Sold (2011),{},tt1719637,,,,
1954,,1 hr 30 min,Drama,Eric & Ernie (2011),{},tt1719681,,,,
1955,,1 hr 30 min,Documentary,Confessions of an Eco-Terrorist (2010),{},tt1720073,,,,
1956,PG-13,1 hr 26 min,Horror Mystery Thriller,Munger Road (2011),"{'Domestic': 266689, 'International': 266689}",tt1720172,Freestyle Releasing,36605.0,"September 30, 2011 (Domestic)",
1957,PG-13,1 hr 47 min,Drama,October Baby (2011),"{'Domestic': 5357328, 'International': 39290, 'Worldwide': 5396618}",tt1720182,Five & Two Pictures,102096.0,"October 28, 2011 (Domestic)",
1958,,1 hr 31 min,Drama Romance,The Green (2011),{},tt1720263,,,,
1959,,59 min,Documentary,Worst in Show (2011),{},tt1720293,,,,
1960,R,1 hr 47 min,Comedy Drama Romance,Friends with Kids (2011),"{'Domestic': 7251073, 'International': 5790181, 'Worldwide': 13041254}",tt1720616,Roadside Attractions,2019083.0,"March 9, 2012 (Domestic)",
1961,,1 hr 30 min,Action Comedy,Born to Ride (2011),{},tt1721491,,,,
1962,,1 hr 30 min,Crime Drama,"Few Options, All Bad (2011)",{},tt1721494,,,,
1963,,1 hr 51 min,Action Documentary Sport,Fastest (2011),"{'Domestic': 35963, 'International': 35963}",tt1721677,,,"September 23, 2011 (United Kingdom)",
1964,,1 hr 16 min,Romance,Herman & Shelly (2011),{},tt1721680,,,,
1965,,1 hr 13 min,Comedy,"The Long, Slow Death of a Twenty-Something (2011)",{},tt1721691,,,,
1966,,1 hr 19 min,Horror Mystery,The Man in the Maze (2011),{},tt1721692,,,,
1967,,1 hr 31 min,Documentary Music Romance,The Swell Season (2011),"{'Domestic': 6842, 'International': 6842}",tt1722476,,,"July 13, 2012 (Spain)",
1968,,1 hr 33 min,Documentary,Force of Nature (2010),{},tt1722514,,,,
1969,,1 hr 30 min,Comedy,Heavy Times (2010),{},tt1722560,,,,
1970,,1 hr 25 min,Drama,L'erede - The Heir (2010),"{'Domestic': 19691, 'International': 19691}",tt1722590,,,"July 6, 2011 (Italy)",
1971,,1 hr 22 min,Drama,The Place in Between (2010),{},tt1723115,,,,
1972,,1 hr 16 min,Comedy Romance,Exit Strategy (2012),{},tt1723123,,,,
1973,R,1 hr 38 min,Comedy Horror,Inbred (2011),"{'Domestic': 24, 'International': 24}",tt1723124,,,"September 21, 2012 (United Kingdom)",
1974,,1 hr 31 min,Documentary Music,Last Days Here (2011),"{'Domestic': 7643, 'International': 7643}",tt1723126,IFC Films,2671.0,"March 2, 2012 (Domestic)",
1975,,1 hr 32 min,Action Adventure Fantasy,Warrioress (2013),{},tt1723129,,,,
1976,,1 hr 43 min,Documentary,Bridging the Gap: The Joe Dulin Story (2011),{},tt1723595,,,,
1977,,1 hr 25 min,Drama,The Magic of Hope (2011),"{'Domestic': 21158, 'International': 21158}",tt1723635,,,"April 29, 2011 (Spain)",
1978,,1 hr 5 min,Biography Documentary News,Cafeteria Man (2011),{},tt1723741,,,,
1979,NC-17,1 hr 41 min,Drama,Shame (2011),"{'Domestic': 3909002, 'International': 15214765, 'Worldwide': 19123767}",tt1723811,Fox Searchlight,361000.0,"December 2, 2011 (Domestic)",
1980,,1 hr 29 min,Documentary History Music News,The Creators (2012),{},tt1724975,,,,
1981,,1 hr 47 min,Drama,The Preacher's Daughter (2012),{},tt1724982,,,,
1982,,1 hr 43 min,Documentary History War,There Was Once... (2011),{},tt1724987,,,,
1983,,1 hr 22 min,Action Biography Documentary Sport,Man in the Glass: The Dale Brown Story (2012),{},tt1725029,,,,
1984,,20 min,Drama Romance Short,Requited (2011),{},tt1725095,,,,
1985,,1 hr 22 min,Adventure Biography Documentary,Sharkwise (2010),"{'Domestic': 3582, 'International': 3582}",tt1725109,,,"March 23, 2011 (Belgium)",
1986,,1 hr 21 min,Documentary,Stick 'Em Up! (2011),{},tt1725157,,,,
1987,R,1 hr 41 min,Comedy,Life Happens (2011),"{'Domestic': 30905, 'International': 17136, 'Worldwide': 48041}",tt1726589,Rogers & Cowan/PMK,20186.0,"April 13, 2012 (Domestic)",
1988,R,1 hr 42 min,Crime Drama Thriller,Killer Joe (2011),"{'Domestic': 1987762, 'International': 2645906, 'Worldwide': 4633668}",tt1726669,LD Entertainment,37900.0,"June 29, 2012 (United Kingdom)",
1989,,1 hr 35 min,Drama,Thirst (2012),{},tt1726796,,,,
1990,,2 hr 24 min,Comedy,Junk (2012),{},tt1726880,,,,
1991,,1 hr 30 min,Family,Sam Steele and the Crystal Chalice (2011),{},tt1726883,,,,
1992,,2 hr,Action Comedy Horror Sci-Fi,Chillerama (2011),{},tt1727252,,,,
1993,,1 hr 45 min,Drama Romance,Driving by Braille (2011),{},tt1727253,,,,
1994,R,1 hr 38 min,Horror Thriller,Escapee (2011),{},tt1727258,,,,
1995,,1 hr 39 min,Action Comedy Horror,Father's Day (2011),{},tt1727261,,,,
1996,,11 min,Short,Henley (2011),{},tt1727288,,,,
1997,,1 hr 50 min,Comedy Drama Music,Hunky Dory (2011),"{'Domestic': 20296, 'International': 119357, 'Worldwide': 139653}",tt1727300,Variance Films,7443.0,"March 2, 2012 (United Kingdom)",
1998,,1 hr 33 min,Documentary,Once I Was a Champion (2011),{},tt1727357,,,,
1999,,1 hr 36 min,Horror Thriller,Panic Button (2011),{},tt1727358,,,,
2000,,1 hr 25 min,Comedy,She Wants Me (2012),{},tt1727360,,,,
2001,,1 hr 32 min,Action Thriller War,The Kill Hole (2012),{},tt1727373,,,,
2002,R,1 hr 36 min,Drama,The Trouble with the Truth (2012),{},tt1727381,,,,
2003,,1 hr 32 min,Drama,What You Will (2012),{},tt1727393,,,,
2004,PG,1 hr 22 min,Documentary,"Connected: An Autoblogography About Love, Death & Technology (2011)","{'Domestic': 46782, 'International': 46782}",tt1727491,Paladin,13301.0,"September 16, 2011 (Domestic)",
